t,receiver,sender,accepted,range,r_hat,nu,nis,S,R_eff,packet_age,t_tx_payload,t_meas,dt_sender,dt_receiver,sender_x_meas,sender_y_meas,sender_z_meas,receiver_x_meas,receiver_y_meas,receiver_z_meas,receiver_x_post,receiver_y_post,receiver_z_post,traceP_pre,traceP_post
20.833333333333528,A03,A04,1,100.15069526516916,99.53785693146081,0.6128383337083534,0.2382308057136514,1.5764998239306618,1.2021532302615978,5.066666666666906,15.766666666666621,15.833545447908417,0.06687878124179569,4.9997878854251105,43.36641883489882,-49.62236208381557,69.0,45.35026008108312,49.89572339022227,69.0,43.83712335648403,50.03441588241463,69.0,0.8300262696216315,0.7408745687561259
20.866666666666863,A01,A04,1,152.10726761029525,153.5286995390655,-1.4214319287702608,1.3016310803441218,1.552259129824541,1.2208053383152089,5.100000000000241,15.766666666666621,15.868078394022582,0.10141172735596093,4.99858827264428,43.348670721547315,-49.62290638373922,69.0,-101.99203277461562,-0.15431544567933592,69.0,-102.72991912722811,-0.2982184702761973,69.0,0.8180969175441211,0.746307745322896
26.13333333333379,A03,A01,1,156.16950750088586,154.94148764257417,1.2280198583116828,0.660844830713079,2.2819771031281513,1.872176422324715,5.100000000000254,21.033333333333537,21.137389475263973,0.10405614193043533,4.995943858069818,-102.78277633790574,-0.2961075648137695,69.0,43.757330775449695,50.03143559099984,69.0,42.497375626784276,50.073851645475415,69.0,0.8479530472556797,0.7743118718795776
26.13333333333379,A04,A01,1,153.87003880426965,151.75082682416988,2.1192119800997773,1.9621777048268132,2.2888138039438233,1.8721932150010852,5.100000000000254,21.033333333333537,21.135890608104997,0.10255727477145982,4.997442725228794,-102.78244406122224,-0.29612844429707413,69.0,40.72129984010196,-49.64173542326087,69.0,38.601941374670645,-49.764150431202246,69.0,0.8899749130758533,0.8141251079578192
26.166666666667126,A02,A01,1,192.12829442599204,190.8167525667124,1.3115418592796289,0.7690625661849951,2.2366737431722714,1.8716830426453825,5.133333333333589,21.033333333333537,21.161438952942525,0.1281056196089878,5.005227713724601,-102.78810775145708,-0.2957725513573282,69.0,88.02813394057092,-0.7373228152032518,69.0,85.25202962504956,-0.8127306365792308,69.0,0.8462070134010705,0.78642287831259
31.26666666666738,A03,A02,1,66.41894732973977,66.46233936657727,-0.0433920368375027,0.0011781277682920085,1.5981873202402161,1.2034641017804955,5.033333333333584,26.233333333333796,26.27759220184355,0.044258868509754024,4.98907446482383,85.20384419578107,-0.815551470163131,69.0,42.45572324251821,50.07492611693852,69.0,40.95206354528331,50.09210405320186,69.0,0.8780242626410456,0.7805111559603984
31.26666666666738,A04,A02,1,63.47993017073846,67.62925197032659,-4.1493217995881295,10.641915208139825,1.617835799271204,1.2025266948328843,5.033333333333584,26.233333333333796,26.27579477813127,0.04246144479747471,4.990871888536109,85.204947635589,-0.8155064262586401,69.0,38.53306605237068,-49.758853180929705,69.0,36.75301636282033,-49.01392984009772,69.0,0.9178700999919103,0.8111175385129598
31.366666666667385,A01,A02,1,186.0619359190404,188.99977024870034,-2.9378343296599496,5.4080232023869685,1.5959381506941521,1.2355388856939922,5.133333333333589,26.233333333333796,26.35739202394479,0.12405869061099395,5.009274642722595,85.15485502323882,-0.8175512744054788,69.0,-103.84424671347487,-0.31486173118361976,69.0,-104.13609652191008,-0.28328204971325455,69.0,0.9584244274803573,0.876935792948468
36.50000000000049,A02,A03,1,68.11291353807275,65.46717949360055,2.645734044472192,2.9331613889408596,2.386472377712156,1.913291840235143,5.0333333333331005,31.46666666666739,31.511966313616647,0.04529964694925681,4.988033686383844,40.88527939594499,50.09109854245912,69.0,82.03810590684905,-0.824483168945738,69.0,79.34412130932655,-1.2286920876241538,69.0,0.9953078054210965,0.901039987860358
36.53333333333382,A04,A03,1,99.75111745311695,99.19474838586244,0.5563690672545079,0.13280573708466917,2.330822039715817,1.9176778946966968,5.066666666666432,31.46666666666739,31.533241546794553,0.06657488012716328,5.000091786539269,40.87843200025954,50.09089017336032,69.0,36.62173911983437,-49.01248349805562,69.0,34.112511608434666,-49.094903112166165,69.0,0.9175583014231486,0.8433588279493324
36.56666666666715,A01,A03,1,152.48726330112734,153.5378024575751,-1.050539156447769,0.4768917357346258,2.314220265381417,1.952627806992521,5.099999999999763,31.46666666666739,31.56842737073326,0.10176070406587101,4.998239295933892,40.86710750585741,50.09054556428538,69.0,-104.17287878991453,-0.280668028635383,69.0,-105.00480627197916,-0.17243800861571928,69.0,0.9819837281385521,0.9230126629812724
41.76666666666686,A02,A04,1,66.76870066042433,65.81158316531139,0.9571174951129393,0.5426633088701253,1.6881073116194591,1.207818904857779,5.033333333333047,36.73333333333381,36.77793146866161,0.04459813532780288,4.988735198005244,34.00516941719291,-49.095149972491605,69.0,79.17642445966727,-1.2336602692611938,69.0,76.34710425908101,-1.0362068395145883,69.0,1.0075042002861094,0.8706231567407531
41.80000000000019,A03,A04,1,100.21925290033212,99.35461172725896,0.8646411730731671,0.45173786280659173,1.654951731361566,1.216132701761155,5.066666666666379,36.73333333333381,36.800173753978854,0.06684042064504325,4.999826246021335,33.99379173144014,-49.095447774825445,69.0,39.31011589757218,50.11682751828022,69.0,37.846009501082285,50.32968517305764,69.0,0.9933224655996182,0.8758883088858976
41.83333333333352,A01,A04,1,146.12761834217076,147.39572597636433,-1.2681076341935693,0.9939609993856812,1.6178672733577049,1.2395943631191555,5.09999999999971,36.73333333333381,36.830695077512146,0.0973617441783361,5.002638255821374,33.978179035938425,-49.095856425341815,69.0,-105.06154083361872,-0.17289315966706198,69.0,-105.81595686334649,-0.353147252178617,69.0,1.029408118783559,0.9360714960630986
47.09999999999989,A02,A01,1,183.93908542806102,182.02053392847998,1.9185514995810422,1.596040673769217,2.306231863033902,1.878775256287142,5.09999999999971,42.00000000000018,42.12249803758968,0.12249803758950151,4.977501962410209,-105.87681339949827,-0.3640496891320271,69.0,76.14247932327558,-1.0362463196560299,69.0,73.51306324851512,-1.0619888845828904,69.0,0.9784341145737037,0.8984373333879562
47.09999999999989,A03,A01,1,154.1423364502686,152.30402921440458,1.838307235864022,1.397033010020074,2.4189646695474023,1.9100928733808271,5.09999999999971,42.00000000000018,42.10274543657254,0.10274543657236279,4.997254563427347,-105.87222742397798,-0.36307478713817976,69.0,37.746634503791334,50.333471579597116,69.0,36.601797438892895,50.409193498667186,69.0,0.9829683307732638,0.8756787016320883
47.09999999999989,A04,A01,1,147.86337044394054,145.58497670116847,2.2783937427720673,2.130919525210225,2.4360741856691117,1.9103948323030764,5.09999999999971,42.00000000000018,42.09849880592931,0.09849880592913252,5.001501194070578,-105.8712414807011,-0.362865192023206,69.0,31.318227758762074,-49.08693492017863,69.0,29.258558296863594,-49.24977621812795,69.0,1.0569138358883146,0.9433873871289419
52.26666666666626,A03,A02,1,62.42887351448227,63.31625867172913,-0.887385157246861,0.47599529350422565,1.6543281583834517,1.2167853558552997,5.033333333333047,47.23333333333321,47.27498229168732,0.04164895835410931,4.991684374978938,73.42392576069103,-1.059067396099175,69.0,36.54788890058054,50.41040430972939,69.0,35.15230199839052,50.21545519390229,69.0,0.9800653843674628,0.8640002620519268
52.26666666666626,A04,A02,1,62.37331609872012,65.43046932549387,-3.0571532267737567,5.544497439816389,1.6856687109017223,1.2143727246367948,5.033333333333047,47.23333333333321,47.27496967370071,0.041636340367496416,4.991696992965551,73.42393360316633,-1.059067490198523,69.0,29.166030351758994,-49.25019028209311,69.0,27.24466792710875,-48.62888398064067,69.0,1.0478060010643857,0.9159101144501584
52.333333333332924,A01,A02,1,177.7526927820641,180.29232638858036,-2.5396336065162757,4.001517090685766,1.6118233932724577,1.2304886948573204,5.09999999999971,47.23333333333321,47.351803369866296,0.11847003653308263,4.9815299634666275,73.376179045908,-1.0584944985681266,69.0,-106.9148044687712,-0.3626368147934347,69.0,-107.34144319548226,-0.29977095943323523,69.0,1.148189024473175,1.0575599779481644
57.4999999999993,A02,A03,1,63.9031016191371,62.17136617984904,1.7317354392880588,1.2002815367024202,2.49850350937266,1.9446572524435382,5.033333333333047,52.46666666666625,52.50926048917059,0.04259382250434385,4.990739510828703,35.089013882547704,50.218394301228685,69.0,70.28924892686247,-1.02828583996555,69.0,67.45594337585707,-1.3708075900830459,69.0,1.108670161309937,0.9853941709294293
57.53333333333263,A04,A03,1,99.74252762447924,99.17513147937213,0.5673961451071108,0.134693115756292,2.3901621376471174,1.9359049484758355,5.066666666666379,52.46666666666625,52.53318167430417,0.06651500763791773,5.000151659028461,35.08163875027774,50.21868862691694,69.0,27.11170030577668,-48.63568297667788,69.0,24.608889373895448,-48.742334028291644,69.0,1.0223508505370715,0.9340547153739088
57.56666666666596,A01,A03,1,150.60468951270948,151.14912482042206,-0.5444353077125754,0.12289472180369243,2.411900201520135,2.0128490309762204,5.09999999999971,52.46666666666625,52.5671056934872,0.10043902682095052,4.99956097317876,35.07117964772048,50.21910602723548,69.0,-107.38415600595177,-0.3035154187970507,69.0,-108.35360938414382,-0.25482248145445385,69.0,1.1632824920112945,1.0897794551456617
62.73333333333233,A02,A04,1,65.55563676886159,63.827308497703385,1.7283282711582046,1.7227252450358688,1.7339495206750244,1.2163469550735642,5.033333333333047,57.699999999999285,57.743701967340336,0.04370196734105036,4.989631365991997,24.524762477191107,-48.74062074198013,69.0,67.30385378107083,-1.3710666246431067,69.0,64.67029438293952,-0.9798055683092045,69.0,1.0911828835917299,0.9364496294404353
62.766666666665664,A03,A04,1,100.3405467217777,99.38797224416676,0.9525744776109377,0.5386604125895407,1.6845457995206126,1.2229730194972304,5.066666666666379,57.699999999999285,57.76693323636465,0.06693323636536519,4.9997334303010135,24.513738228009835,-48.7406677741436,69.0,33.48923182079334,50.241196936383865,69.0,32.05714100308647,50.521609296541605,69.0,1.0761387514180694,0.9477651539975851
62.799999999998995,A01,A04,1,140.19490414780546,141.4789300059692,-1.2840258581637443,0.9950420117105949,1.6569374810605142,1.2502348889792212,5.09999999999971,57.699999999999285,57.79340285771814,0.09340285771885704,5.006597142280853,24.501177239575266,-48.74072136241539,69.0,-108.4086629526537,-0.2509078372007132,69.0,-109.14908489947486,-0.4780421043132256,69.0,1.19550140443691,1.0842864318665433
68.06666666666537,A02,A01,1,175.46883801922007,173.65930584003908,1.8095321791809909,1.3928044966423347,2.3509449570167185,1.8870093217065271,5.099999999999717,62.96666666666565,63.083671875720285,0.11700520905463208,4.982994790945085,-109.19690890020364,-0.4749325932711528,69.0,64.46165164602094,-0.983709418099449,69.0,61.802470354016094,-1.0532509830599974,69.0,1.0442620482167186,0.9513809905716937
68.06666666666537,A03,A01,1,152.21648916915407,150.09586407509937,2.1206250940547022,1.7988638084793875,2.499939555366314,1.9348811624741256,5.099999999999717,62.96666666666565,63.06815777799808,0.10149111133242883,4.998508888667288,-109.19395959255952,-0.475044146692316,69.0,31.97372183937122,50.51960392135132,69.0,30.944540526388547,50.643228994127185,69.0,1.0548440646692472,0.9264393065793738
68.06666666666537,A04,A01,1,141.7020966327651,139.64114048766984,2.060956145095247,1.6791063194899496,2.529643407748061,1.9364965403450922,5.099999999999717,62.96666666666565,63.061200504125,0.09453383745934474,5.0054661625403725,-109.19263697996654,-0.47509417265685544,69.0,21.841250128999555,-48.74277016614002,69.0,19.770585251019252,-48.92439527726833,69.0,1.1469357663383384,1.0076586968591137
73.23333333333174,A03,A02,1,58.97984745002659,60.183764659816234,-1.203917209789644,0.8638138360092528,1.677927103742474,1.2238579396308995,5.033333333333047,68.1999999999987,68.23932434587495,0.039324345876252664,4.994008987456795,61.71904144519543,-1.0503341719196204,69.0,30.89289317510183,50.63945313136062,69.0,29.605074996594695,50.36171110782344,69.0,1.0308244459397313,0.9070456553422687
73.23333333333174,A04,A02,1,61.24666661156867,63.70996694132077,-2.4633003297521014,3.540749391878231,1.713718719679862,1.2201770941698826,5.033333333333047,68.1999999999987,68.24081045160692,0.040810451608223275,4.992522881724824,61.71815233833517,-1.0503163921414556,69.0,19.683109010525815,-48.92531007457838,69.0,17.61989192778392,-48.404438156700486,69.0,1.1120787107905887,0.9698538576649999
73.2999999999984,A01,A02,1,169.42323115899663,171.9476811719288,-2.5244500129321636,3.922152538085067,1.6248342729945557,1.2353176520435807,5.09999999999971,68.1999999999987,68.31297457462213,0.1129745746234363,4.987025425376274,61.674978009983455,-1.0494530201275611,69.0,-110.27178850914974,-0.488610780309137,69.0,-110.66283498277254,-0.4506010434219115,69.0,1.296403819853183,1.2021233800806168
78.46666666666478,A02,A03,1,60.351525588656536,59.04776970906453,1.3037558795920035,0.6680295344011142,2.5444674315104407,1.9484981209997225,5.033333333333047,73.43333333333173,73.47343810292452,0.04010476959278719,4.99322856374026,29.54706643782059,50.36404464309611,69.0,58.599465971585396,-1.0421533192626904,69.0,55.73395692629049,-1.3097781171536682,69.0,1.1616117229923362,1.0218190611480222
78.49999999999811,A04,A03,1,99.92887418539217,99.4939730524481,0.43490113294407706,0.07878160020601226,2.4008016458341443,1.9353503165157184,5.066666666666379,73.43333333333173,73.49989976750261,0.06656643417088048,5.000100232495498,29.53974873525265,50.364378580841766,69.0,17.485363525661192,-48.39665863009507,69.0,15.01823400940902,-48.481673400433245,69.0,1.0762928213478922,0.983352844055973
78.53333333333144,A01,A03,1,148.87102519609226,149.1628502847165,-0.2918250886242504,0.03434244809180958,2.479784845940033,2.0519799876738047,5.09999999999971,73.43333333333173,73.53253540420793,0.0992020708762027,5.000797929123507,29.5307236838686,50.364790432141504,69.0,-110.70901000513645,-0.4522637908031158,69.0,-111.71892652728391,-0.39084561009915164,69.0,1.3078459886608513,1.220005735338239
83.73333333333115,A02,A04,1,64.22984567468785,62.278562385308625,1.9512832893792265,2.1774576417230915,1.7486018567955302,1.2207083543572805,5.033333333333047,78.6999999999981,78.74283248113028,0.04283248113218008,4.990500852200867,14.910016442440627,-48.484553818063894,69.0,55.569449613698986,-1.3100922210010746,69.0,52.949197514076296,-0.8921530188703202,69.0,1.128282669665306,0.9688452167110181
83.76666666666448,A03,A04,1,100.82063602659335,99.6895116979561,1.1311243286372417,0.7563854769039867,1.6915214343776448,1.226306758092172,5.066666666666379,78.6999999999981,78.76713212668312,0.06713212668502422,4.999534539981354,14.897462904525087,-48.48482405732394,69.0,27.898668115983426,50.353262759583224,69.0,26.463066583032784,50.685703295397175,69.0,1.1198591363093666,0.9895376634102827
83.79999999999781,A01,A04,1,134.11742603908624,135.48381338787752,-1.366387348791278,1.107524576845691,1.6857543624487756,1.256486595109559,5.09999999999971,78.6999999999981,78.78943887675138,0.08943887675327744,5.010561123246433,14.885938924385323,-48.48507213335532,69.0,-111.7760033507729,-0.39540516418505955,69.0,-112.49065513805772,-0.6551453724370137,69.0,1.3264008513727268,1.197836913604381
89.06666666666418,A02,A01,1,167.25592222876404,165.28397007174559,1.9719521570184497,1.632440437694321,2.3820748492741437,1.8918467368379055,5.09999999999971,83.96666666666447,84.07813375416652,0.11146708750204937,4.988532912497661,-112.53990715430805,-0.6496584944971819,69.0,52.74389329532074,-0.8864529306152474,69.0,50.15395460092188,-0.9473993991898738,69.0,1.076656465973628,0.9739468826252619
89.06666666666418,A03,A01,1,150.24749809235234,148.09257153587976,2.1549265564725886,1.8207748282770226,2.550402384563441,1.9542097489052506,5.09999999999971,83.96666666666447,84.06688562177501,0.10021895511054879,4.999781044889161,-112.5377255046516,-0.6500475022808705,69.0,26.371385261580553,50.688716509373194,69.0,25.34710254399533,50.80732160292104,69.0,1.0966173479457302,0.9557282407068766
89.06666666666418,A04,A01,1,135.73854547937617,133.63972260906476,2.098822870311409,1.697650696679846,2.594796120048337,1.9582847033945054,5.09999999999971,83.96666666666447,84.0572156427901,0.09054897612563195,5.009451023874078,-112.53584994828402,-0.6503819308741967,69.0,12.243705842687115,-48.50054301352563,69.0,10.20078155848901,-48.7266753319894,69.0,1.1969071041428234,1.0405011601706071
94.19999999999722,A03,A02,1,55.893589633139214,57.39277804954193,-1.499188416402717,1.3330763541411033,1.6859993809763325,1.2269255084428285,5.033333333333047,89.16666666666417,89.20400521409942,0.037338547435254554,4.995994785897793,50.09243488842897,-0.9508213307016106,69.0,25.305718518584644,50.81354540786551,69.0,23.997551979694148,50.45431722724579,69.0,1.0594409907339177,0.9328179403198106
94.19999999999722,A04,A02,1,59.99679258737206,62.2785367940924,-2.28174420672034,3.020526288181162,1.7236587694248777,1.2226631990492753,5.033333333333047,89.16666666666417,89.20667673574457,0.04001006908039528,4.993323264252652,50.090854820130005,-0.9509127208042599,69.0,10.135242091889069,-48.72292499497952,69.0,8.043335483866217,-48.24076819071386,69.0,1.1442467404547207,0.9985782958754403
94.26666666666388,A01,A02,1,161.08806511333097,163.63318312779907,-2.545118014468102,3.9673293846299305,1.6327420991726607,1.2386642020047274,5.09999999999971,89.16666666666417,89.27410964219087,0.1074429755266948,4.992557024473015,50.05097170783079,-0.9532195335726636,69.0,-113.58190672674901,-0.6374415263341676,69.0,-113.97847122054007,-0.5334427286249921,69.0,1.4092807676981007,1.3126277884995443
99.46666666666358,A02,A03,1,56.93386406013306,56.332571417691284,0.601292642441777,0.14176815258580644,2.5503107380607335,1.938202920580527,5.033333333333047,94.43333333333054,94.47127402919543,0.03794069586489002,4.995392637468157,23.926650157210805,50.45732456444889,69.0,46.92213756119493,-0.9680209529367637,69.0,43.975735570318484,-1.0796880620227471,69.0,1.1841787682869216,1.037263000721172
99.49999999999692,A04,A03,1,100.19766418007852,99.98712237558445,0.21054180449407056,0.018528652730019236,2.3923947458846575,1.9291279727327968,5.066666666666379,94.43333333333054,94.50009495991414,0.06676162658359885,4.99990504008278,23.91833617012952,50.45768035324639,69.0,7.903881970739765,-48.238631116057014,69.0,5.4201260262478375,-48.26242299733489,69.0,1.1056911121000141,1.012951620025494
99.53333333333025,A01,A03,1,146.96115736908857,147.06371378409239,-0.10255641500381785,0.004152692486528335,2.5327707969121125,2.0813086971603108,5.09999999999971,94.43333333333054,94.53127292552576,0.09793959219521753,5.002060407804493,23.909342248113408,50.4580652391823,69.0,-114.03186994745705,-0.5317169724142825,69.0,-114.99546079509385,-0.4523370825519386,69.0,1.4190227385403202,1.3177895728333915
104.69999999999662,A02,A04,1,62.89389620631474,60.89751815973289,1.996378046581853,2.2827159359122136,1.745957629757068,1.2227620444919631,5.033333333333047,99.66666666666357,99.70863703804906,0.04197037138548865,4.991362961947559,5.330080779091107,-48.260758448021804,69.0,43.830122285009665,-1.077556754436556,69.0,41.242773615162676,-0.60520345827372,69.0,1.1430515978694693,0.986265780808122
104.73333333332995,A01,A04,1,128.2554235811271,129.49360551864027,-1.2381819375131613,0.9043100412954737,1.695319570031097,1.2467894848400427,5.066666666666379,99.66666666666357,99.75215457901973,0.08548791235615738,4.981178754310221,5.307895487062494,-48.259967686029334,69.0,-115.03737703165667,-0.4519217877453018,69.0,-115.7752276633434,-0.742152751971917,69.0,1.4228377278103526,1.2766398123187694
104.73333333332995,A03,A04,1,101.11726294166252,100.20899908008727,0.9082638615752501,0.48889736764057373,1.6873546409643683,1.2279120450556074,5.066666666666379,99.66666666666357,99.73411126917343,0.06744460250985185,4.999222064156527,5.317093987004686,-48.26029555298428,69.0,22.378614362072764,50.48558040709857,69.0,20.95709614797135,50.75754786908688,69.0,1.1456287823432585,1.0180414628871768
109.99999999999632,A04,A01,1,129.87094860278552,127.68315919381965,2.1877894089658696,1.820508875361769,2.62916735137151,1.9631331013916609,5.066666666666379,104.93333333332994,105.01990389509277,0.08657056176282651,4.980096104903552,-115.81896995496591,-0.7434567830755093,69.0,2.6917239522790957,-48.264026764269715,69.0,0.6961862251003293,-48.49622644127052,69.0,1.2251574530873184,1.056156983704214
110.03333333332965,A02,A01,1,158.84803688047472,156.85438584634025,1.9936510341344729,1.6507515016858545,2.407778785508472,1.894659201639131,5.09999999999971,104.93333333332994,105.03924278927516,0.10590945594522339,4.994090544054487,-115.8224940830291,-0.7436520114276628,69.0,41.03183663925437,-0.612149550965001,69.0,38.46950812899826,-0.6332647428569025,69.0,1.0940769180328822,0.9824230158887898
110.03333333332965,A03,A01,1,148.5805782837288,146.06629245644663,2.5142858272821798,2.4483520672441914,2.5819951737527354,1.9683770914986467,5.09999999999971,104.93333333332994,105.0322629170672,0.09892958373725946,5.001070416262451,-115.82122214041989,-0.7435815488181386,69.0,20.865555185442947,50.75483295339915,69.0,19.968547396576916,50.91597041756432,69.0,1.125120516380844,0.976456619994431
