t,receiver,sender,accepted,range,doppler,t_tx_payload,t_meas,n_range,n_gps,n_nodes,collab_cost,solver_status,receiver_x_post,receiver_y_post,receiver_z_post,traceP_post
183.39999999999216,A04,A03,1,102.79464441674041,0.04908475031991179,178.33333333332578,178.40199092373945,27,0,11,7304.642438579312,Solve_Succeeded,-50.35927457702524,-43.89760205745206,69.0,4.206543440431687
183.4333333333255,A01,A03,1,139.3259890437041,-0.09613693871650991,178.33333333332578,178.42632825917227,26,0,10,687.2148415245821,Solve_Succeeded,-142.095004396449,0.8757183631348529,69.0,4.2056551840773535
188.59999999999187,A02,A04,1,58.570731955567325,-0.0457349595045423,183.56666666665882,183.60558785315155,27,0,10,2769.718562449339,Solve_Succeeded,-21.39532515685434,3.085360304838074,69.0,4.312473897929707
188.6333333333252,A01,A04,1,104.4498159984477,-0.27223495250320495,183.56666666665882,183.63636434110037,27,0,11,956.8253453485825,Solve_Succeeded,-143.59486005760527,1.8607279704234507,69.0,4.310704265247268
188.6333333333252,A03,A04,1,104.69682680013919,0.057420092481009606,183.56666666665882,183.63653694864442,27,0,10,839.1335511625527,Solve_Succeeded,-14.355282891349685,53.47601952112304,69.0,4.31108039613038
193.89999999999156,A02,A01,1,125.67271975608767,-0.3949248721534088,188.83333333332519,188.91706119240618,28,0,11,4692.369107964233,Solve_Succeeded,-24.961425113614865,4.360707382992274,69.0,4.4196116398632155
193.89999999999156,A04,A01,1,106.21101223881192,-0.27211522626800755,188.83333333332519,188.9041140687762,28,0,10,3844.3772864683515,Solve_Succeeded,-54.363083957314274,-45.31323981707089,69.0,4.418750303303071
193.9333333333249,A03,A01,1,141.0266721164754,-0.08377278136928012,188.83333333332519,188.92738220202406,28,0,10,1297.7570992979024,Solve_Succeeded,-16.654519606271048,54.147472106687,69.0,4.418159363637357
199.09999999999127,A03,A02,1,50.7358909456021,0.03185677277280284,194.06666666665822,194.1004986995478,29,0,11,1458.818994678912,Solve_Succeeded,-18.372535516779752,54.64426982571567,69.0,4.522544886805221
199.09999999999127,A04,A02,1,54.950928538436045,-0.05250475665040349,194.06666666665822,194.10326988370502,29,0,10,4563.636126266767,Solve_Succeeded,-58.27751530017254,-45.02370318493629,69.0,4.523842402093483
199.1333333333246,A01,A02,1,119.49900867168034,-0.3962520590431454,194.06666666665822,194.14634213147633,28,0,10,646.7071733505869,Solve_Succeeded,-145.88924755047208,2.048233550217628,69.0,4.522821964050379
204.3333333333243,A02,A03,1,49.778045000999604,0.036004630141753174,199.29999999999126,199.33329963497164,29,0,10,8748.759477132033,Solve_Succeeded,-35.50950168494966,5.848865986309838,69.0,4.630515950696126
204.36666666665764,A04,A03,1,104.0289440616692,0.05897731118809186,199.29999999999126,199.36939662906113,30,0,11,6432.026720321804,Solve_Succeeded,-62.31335375008486,-43.2524967756046,69.0,4.630280312350849
204.39999999999097,A01,A03,1,137.9189048909397,-0.08932531104260161,199.29999999999126,199.39180266151118,29,0,10,669.2621208258802,Solve_Succeeded,-147.24312519212057,1.5924005470578755,69.0,4.6292173485564065
209.59999999999067,A02,A04,1,57.38514314906013,-0.040489638050654114,204.56666666665762,204.60488920249549,30,0,10,3312.7082923413063,Solve_Succeeded,-37.34478228464509,5.2739067743471635,69.0,4.73697878585408
209.633333333324,A01,A04,1,98.89369653906817,-0.2813903167070518,204.56666666665762,204.6326215156805,30,0,11,1214.0086909235401,Solve_Succeeded,-149.6056372373489,-0.022089738036363167,69.0,4.7349387683871695
209.633333333324,A03,A04,1,106.09746019533466,0.06280350214012392,204.56666666665762,204.6374045623891,30,0,10,776.4270508786981,Solve_Succeeded,-22.26316902157109,54.30725683344274,69.0,4.735357005502107
214.89999999999037,A02,A01,1,117.05719671247911,-0.4054209179576126,209.833333333324,209.91149938192686,31,0,11,5211.182081645838,Solve_Succeeded,-40.178783362397894,5.931185430271349,69.0,4.844116387611822
214.89999999999037,A04,A01,1,100.33685729438453,-0.2792510866079088,209.833333333324,209.90028284870735,31,0,10,5936.805688997389,Solve_Succeeded,-68.73760061328834,-44.27737507830914,69.0,4.843160786330284
214.9333333333237,A03,A01,1,139.131026467722,-0.09629063206969134,209.833333333324,209.92609473401663,31,0,10,999.8969850375067,Solve_Succeeded,-25.55006518371364,55.036507662390925,69.0,4.842436495817732
220.06666666665674,A03,A02,1,52.20120456734119,0.06341053151745236,215.0333333333237,215.06797287253195,32,0,11,900.7337156796136,Solve_Succeeded,-26.260054767240188,55.23981457518551,69.0,4.946148889723198
220.06666666665674,A04,A02,1,53.991389668572765,-0.04188071309271774,215.0333333333237,215.06934847506636,32,0,10,5124.374618047078,Solve_Succeeded,-70.89339587754527,-43.10274379520377,69.0,4.947580073583745
220.09999999999008,A01,A02,1,111.1219827960919,-0.39731037211327597,215.0333333333237,215.10745615853583,31,0,10,522.0020227014307,Solve_Succeeded,-152.1780617959985,2.3198950836492993,69.0,4.946381904621153
225.3333333333231,A02,A03,1,50.897475714134934,0.0732630024688533,220.29999999999006,220.33387887640225,32,0,10,7593.534528793009,Solve_Succeeded,-47.68864047282643,6.196505999159365,69.0,5.055022775404805
225.36666666665644,A04,A03,1,105.43229057079873,0.06774694511428267,220.29999999999006,220.3702196109647,33,0,11,7581.154870294061,Solve_Succeeded,-75.13964809627872,-41.30386730967229,69.0,5.054694764086949
225.39999999998977,A01,A03,1,135.64892285803762,-0.09309163726736117,220.29999999999006,220.3904774847999,32,0,10,489.80737170820834,Solve_Succeeded,-153.60357819117658,2.4828875438970477,69.0,5.053450351881863
230.56666666665615,A02,A04,1,56.45551991289792,-0.04293543097014479,225.5333333333231,225.57088117796786,33,0,10,3464.50127879034,Solve_Succeeded,-51.54323527034294,7.724814210979207,69.0,5.160811049559681
230.59999999998948,A01,A04,1,93.10449711368659,-0.2655019007635958,225.5333333333231,225.59546244029457,33,0,11,656.8785186150536,Solve_Succeeded,-154.89581514791846,5.02612312927749,69.0,5.158498861368881
